season,episode,dialouge
,,
2,7,"and why should I give a damn?
"
,,
2,7,"Wow, I'm being interviewed
"
,,
2,7,"by Diane Simmons!
"
,,
2,7,"Well, Lois,
"
,,
2,7,"you told me to produce, and I did.
"
,,
2,7,"I got us a story on the 11:00 news.
"
,,
2,7," Really?
"
,,
2,7," Peter.
"
,,
2,7,"Our top story tonight.
"
,,
2,7,"I will be playing the role of Anna...
"
,,
2,7,"...in the Quahog Players production
"
,,
2,7,"of The King and I.
"
,,
2,7," Tom?
"
,,
2,7," Thanks, Diane.
"
,,
2,7,"In other news, I'm not going to the play
"
,,
2,7,"because I'm sure it'll be lousy.
"
,,
2,7,"I'm getting late word
"
,,
2,7,"that you're a petty, jealous, closet case.
"
,,
2,7,"Bit of breaking news. We now go live
"
,,
2,7,"to Diane being a bitch. Diane?
"
,,
2,7,"But Loretta's playing Anna,
"
,,
2,7,"and she's doing a great job.
"
,,
2,7,"Loretta's a nobody.
"
,,
2,7,"Diane Simmons is a star.
"
,,
2,7,"You wanted me to sell tickets, right?
"
,,
2,7,"People who've never been in a theater
"
,,
2,7,"will come see Diane Simmons.
"
,,
2,7,"I don't know, Peter, she's a news reporter.
"
,,
2,7,"Some of our greatest actors
"
,,
2,7,"started in news, like Sean Penn.
"
,,
2,7,"Today's weather calls for breezy skies
"
,,
2,7,"and sun, and there's gonna be a...
"
,,
2,7,"Get that camera out of my face!
"
,,
2,7,"Hey, everybody, here's our star!
"
,,
2,7,"This is so awkward.
"
,,
2,7,"You all know my name,
"
,,
2,7,"and I've never heard of any of you.
"
,,
2,7," You ever acted before, honey?
"
,,
2,7," I did an independent film in college.
"
,,
2,7,"Let's start with the scene where
"
,,
2,7,"Lady Thiang begs Anna to comfort the king.
"
,,
2,7," Are you playing Lady Thiang?
"
,,
2,7," I was supposed to be Anna.
"
,,
2,7,"They did an all-you-people version
"
,,
2,7,"of Hello, Dolly that was very successful.
"
,,
2,7,"Okay, let's go from the top of Scene 7.
"
,,
2,7,"Action!
"
,,
2,7,"""Oh, Mrs. Anna, the king needs you.
"
,,
2,7,"You must go to him.
"
,,
2,7,"""Lady Thiang, if he needs me,
"
,,
2,7,"truly needs me, I will go to him.""
"
,,
2,7,"Cut! All wrong! No good!
"
,,
2,7,"Peter, what are you doing?
"
,,
2,7,"She was wonderful.
"
,,
2,7,"My ass.
"
,,
2,7,"Besides, I'm the director.
"
,,
2,7,"It just doesn't feel real, you know?
"
,,
2,7,"Anna and Miss Thing both love
"
,,
2,7,"the king, right?
"
,,
2,7,"On Springer yesterday,
"
,,
2,7,"they had ""I won't share my husband""...
"
,,
2,7,"...and these two women bitch-slapped
"
,,
2,7,"each other. The crowd went nuts.
"
,,
2,7," Loretta, why don't you try slapping Diane?
"
,,
2,7," I think I can do that.
"
,,
2,7,"Wait a minute.
"
,,
2,7,"Nobody's slapping anybody.
"
,,
2,7,"This is Rodgers and Hammerstein,
"
,,
2,7,"not trash TV!
"
,,
2,7,"I think Peter may be onto something.
"
,,
2,7,"Springer is one of our station's
"
,,
2,7,"highest-rated shows.
"
,,
2,7," I don't know.
"
,,
2,7," I thought you wanted to do a good show?
"
,,
2,7," I don't know.
"
,,
2,7," I thought you wanted to do a good show?
"
,,
2,7,"If you want to do a bad show,
"
,,
2,7,"why don't we just do Rent?
"
,,
2,7,"I guess we can try that...
"
,,
2,7," Action!
"
,,
2,7,"Come on, Lois. Those hoop skirts
"
,,
2,7,"make Diane look a little hippie, you know?
"
,,
2,7,"I thought we could dress her
"
,,
2,7,"in a pair of sequined capri pants.
"
,,
2,7,"They didn't have capri pants in the 1860s.
"
,,
2,7,"They did now!
"
,,
2,7,"You! You are the worst thing
"
,,
2,7,"to happen to musical theater...
"
,,
2,7,"...since Andrew Lloyd Webber!
"
,,
2,7,"And you! I just plain don't like you!
"
,,
2,7,"What's going on?
"
,,
2,7,"We're just having a little pow-wow
"
,,
2,7,"to discuss my latest changes.
"
,,
2,7,"What changes?
"
,,
2,7,"The Siamese children. How about this?
"
,,
2,7,"They're not children.
"
,,
2,7,"They're aliens!
"
,,
2,7,"That was great.
"
,,
2,7,"On the money.
"
,,
2,7,"Isn't he brilliant?
"
,,
2,7,"No! He's not brilliant!
"
,,
2,7,"Rodgers and Hammerstein were brilliant!
"
,,
2,7,"And I want to do the show they wrote!
"
,,
2,7,"We're not making any more changes!
"
,,
2,7,"We sold out!
"
,,
2,7,"Yeah. The whole town's talking
"
,,
2,7,"about your show, Dad!
"
,,
2,7,"Your show? Peter, this is my show!
"
,,
2,7,"What's the big deal?
"
,,
2,7,"You wanted to sell out, and we did.
"
,,
2,7,"I am through selling out.
"
,,
2,7,"I took this job because
"
,,
2,7,"I wanted to create something beautiful...
"
,,
2,7,"...and you've completely destroyed that!
"
,,
2,7,"You want to be the director? Fine! I quit!
"
,,
2,7,"Me, direct?
"
,,
2,7,"I don't know what to say, except,
"
,,
2,7,"""I'm the king of the...""
"
,,
2,7,"Morning, theater fans!
"
,,
2,7,"Good morning, Peter.
"
,,
2,7,"I made your favorite breakfast.
"
,,
2,7," What the hell is this?
"
,,
2,7," French toast.
"
,,
2,7,"I just made a few creative changes
"
,,
2,7,"to the recipe.
"
,,
2,7,"I think it's a lot better now.
"
,,
2,7,"Lois, if this is your idea of a joke,
"
,,
2,7,"you must write for Leno.
"
,,
2,7,"It is so fashionable to take a shot
"
,,
2,7,"at Jay Leno.
"
,,
2,7,"Look, the fact is the man is out there
"
,,
2,7,"every bloody night with fresh material...
"
,,
2,7,"...and he's charming.
"
,,
2,7,"Face it, you're just jealous because
"
,,
2,7,"people like my ideas better than yours.
"
,,
2,7,"I don't care
"
,,
2,7,"if the whole world loves your ideas.
"
,,
2,7,"That doesn't make them good.
"
,,
2,7,"I was trying to make art.
"
,,
2,7,"Art-schmart.
"
,,
2,7,"Put enough monkeys in a room
"
,,
2,7,"with a typewriter...
"
,,
2,7,"...they'll produce Shakespeare.
"
,,
2,7,"Let's see.
"
,,
2,7,"""A something by any other name...""
"
,,
2,7," ""Carnation,"" ""peony.""
"
,,
2,7," No, they did that on last week's Marlowe.
"
,,
2,7," What about ""daisy""?
"
,,
2,7," ""Chrysanthemum""!
"
,,
2,7," ""Iris,"" ""rose""? What about ""rose""?
"
,,
2,7," Did you say ""rose""?
"
,,
2,7," Yeah, ""rose.""
"
,,
2,7," ""Rose"" is good!
"
,,
2,7," ""A rose by any other name."" That works.
"
,,
2,7," I like that a lot.
"
,,
2,7," Moving on.
"
,,
2,7," What about ""tulip""?
"
,,
2,7,"""Rose"" is fine. Moving on.
"
,,
2,7,"Peter, you've never done a creative thing
"
,,
2,7,"in your life!
"
,,
2,7,"That's not true.
"
,,
2,7,"I wrote Bonfire of the Vanities.
"
,,
2,7,"No, you didn't.
"
,,
2,7,"You win this round, Lois.
"
,,
2,7,"You're not being creative.
"
,,
2,7,"You're just destroying a wonderful show.
"
,,
2,7,"I have more creativity in my whole body
"
,,
2,7,"than most people do before 9:00 a.m.
"
,,
2,7,"The only thing you create before 9:00 a. M...
"
,,
2,7,"...is exactly what you've turned
"
,,
2,7,"my show into.
"
,,
2,7,"I think my work will speak for itself.
"
,,
2,7,"I just got that. A poop joke?
"
,,
2,7,"That's real creative, Lois.
"
,,
2,7,"Okay, let's run this scene again.
"
,,
2,7,"Remember, Diane, you're playing Anna,
"
,,
2,7,"a steel-town girl on a Saturday night...
"
,,
2,7,"...looking for the fight of her life.
"
,,
2,7," Where does it say that?
"
,,
2,7," In my noodle.
"
,,
2,7,"Okay, places. And action!
"
,,
2,7,"Stop! All wrong! All wrong!
"
,,
2,7,"God, send me dancers.
"
,,
2,7,"We've been rehearsing for hours.
"
,,
2,7,"I'm exhausted!
"
,,
2,7,"I'm sorry,
"
,,
2,7,"but we open this show in three hours...
"
,,
2,7,"...and I don't think we're ready!
"
,,
2,7,"No, we're not!
"
,,
2,7,"You keep changing everything!
"
,,
2,7,"You bet I do! Because theater is alive.
"
,,
2,7,"It's a living, breathing creature
"
,,
2,7,"with wants and needs...
"
,,
2,7,"...and you're not man enough
"
,,
2,7,"to satisfy her!
"
,,
2,7," I can't work this way. I quit!
"
,,
2,7," Fine.
"
,,
2,7," We can't do The King and I without Anna.
"
,,
2,7," Yeah. This is a real snafu.
"
,,
2,7,"We don't need Diane Simmons.
"
,,
2,7,"We've had someone better all along.
"
,,
2,7,"Someone radiant and sassy...
"
,,
2,7,"...with the soul and passion
"
,,
2,7,"that can only come...
"
,,
2,7,"...from hundreds of years
"
,,
2,7,"of black oppression.
"
,,
2,7,"Thank you, Peter. I'll do it.
"
,,
2,7,"Get over yourself. I was talking about me.
"
,,
2,7,"Su-su-sudio. Su-su-sudio.
"
,,
2,7,"Two minutes, everybody.
"
,,
2,7,"Jeez, full house.
"
,,
2,7,"Look who came crawling back.
"
,,
2,7,"Peter, have you seen my wheelchair?
"
,,
2,7,"I don't get it, Mom.
"
,,
2,7,"If you're mad at Dad for wrecking your
"
,,
2,7,"show, why'd you come to opening night?
"
,,
2,7,"I came because I love the theater.
"
,,
2,7,"If I just came here to enjoy
"
,,
2,7,"watching your father be humiliated...
"
,,
2,7,"...when this asinine spectacle of his
"
,,
2,7,"is ridiculed by everyone in town...
"
,,
2,7,"...what kind of person would I be?
"
,,
2,7,"A bitch.
"
,,
2,7,"Siam, 2015 AD.
"
,,
2,7,"The city lies in ruins
"
,,
2,7,"after the ninth nuclear World War.
"
,,
2,7,"It is a grim future with lots of explosions
"
,,
2,7,"and partial nudity.
"
,,
2,7,"A future where an oppressive new king
"
,,
2,7,"has seized power.
"
,,
2,7,"Only one man can stop him.
"
,,
2,7,"No, one machine.
"
,,
2,7,"I am an Automaton
"
,,
2,7,"Nuclear Neo-human Android.
"
,,
2,7,"You may call me ANNA.
"
,,
2,7,"I am a robot ninja
"
,,
2,7,"from the planet England...
"
,,
2,7,"...who is here to destroy you
"
,,
2,7,"and free this land from your tyranny.
"
,,
2,7,"I have been expecting you, ANNA.
"
,,
2,7,"Let me introduce my Siamese children.
"
,,
2,7,"I will not be swayed by your attempts
"
,,
2,7,"to confuse my programming...
"
,,
2,7,"...with your all-female sex orgy.
"
,,
2,7," We must kung fu fight!
"
,,
2,7," So be it, ANNA.
"
,,
2,7,"I have slain the evil emperor.
"
,,
2,7,"I hereby proclaim Siam
"
,,
2,7,"the United States of America.
"
,,
2,7,"""ANNA rules
"
,,
2,7,"""Because I kicked all the bad guys
"
,,
2,7,"in their jewels
"
,,
2,7,"""ANNA won
"
,,
2,7,"""Thanks to my gamma-ray atomic gun
"
,,
2,7,"""Dance and shout
"
,,
2,7,"""'He's the world's greatest ninja,
"
,,
2,7,"there's no doubt
"
,,
2,7,"""Though they tried to defeat me
"
,,
2,7,"""they can all just freakin' eat me
"
,,
2,7,"""Because he blew all of us away
"
,,
2,7,"""In the planet of Siam,
"
,,
2,7,"there's no one as tough as I am
"
,,
2,7,"""Just as surely as Paul Lynde was gay""
"
,,
2,7,"Oh, my God! They liked it?
"
,,
2,7,"Stop it! Stop clapping right now!
"
,,
2,7,"What's wrong with you?
"
,,
2,7,"These people shouldn't be encouraged!
"
,,
2,7,"They should be punished!
"
,,
2,7,"That man has committed murder here
"
,,
2,7,"this evening...
"
,,
2,7,"...and the victim's name is ""theater.""
"
,,
2,7,"This is the kind of mind-numbing schlock...
"
,,
2,7,"...that's turning our society
"
,,
2,7,"into a cultural wasteland!
"
,,
2,7,"This isn't art!
"
,,
2,7,"This isn't even entertainment!
"
,,
2,7,"This blows!
"
,,
2,7,"See? This is exactly the kind of thing
"
,,
2,7,"I was talking about.
"
,,
2,7," How was the cast party?
"
,,
2,7," We're a hit.
"
,,
2,7,"Man, what a night.
"
,,
2,7,"I got to see my ideas come to life.
"
,,
2,7,"It's the greatest feeling in the world.
"
,,
2,7," Yeah, I bet it is.
"
,,
2,7," And it's all thanks to you.
"
,,
2,7,"I never would've discovered
"
,,
2,7,"I could be creative...
"
,,
2,7,"...if you hadn't believed in me.
"
,,
2,7,"Actually I didn't really, not at first.
"
,,
2,7,"But anyone who could take The King and I
"
,,
2,7,"and turn it into that is...
"
,,
2,7,"...well, he's gotta be creative.
"
,,
2,7,"Yeah, Lois,
"
,,
2,7,"sorry I took your show away from you...
"
,,
2,7,"...but I'll do whatever it takes to make sure
"
,,
2,7,"you get your chance next year.
"
,,
2,7,"It'll be ""Peter Griffin presents
"
,,
2,7,"a Lois Griffin production.""
"
,,
2,7," Okay, honey?
"
,,
2,7," Deal.
"
,,
2,7,"Were you there when I farted?
"
,,
2,8,"It seems today that all you see
"
,,
2,8,"Is violence in movies and sex on TV
"
,,
2,8,"But where are those
"
,,
2,8,"good old-fashioned values
"
,,
2,8,"On which we used to rely?
"
,,
2,8,"Lucky there's a family guy
"
,,
2,8,"Lucky there's a man who positively
"
,,
2,8,"can do all the things that make us
"
,,
2,8,"Laugh and cry
"
,,
2,8,"He's a family guy
"
,,
2,8,"Boy, that lotion sure feels good.
"
,,
2,8," Sure is hot.
"
,,
2,8," And it just got hotter.
"
,,
2,8,"Here. Now let me do you.
"
,,
2,8,"Pawtucket Patriot beer. If you buy it,
"
,,
2,8,"hot women will have sex in your back yard.
"
,,
2,8,"Typical male fantasy! Women drinking beer!
"
,,
2,8,"I guarantee you a man made that commercial.
"
,,
2,8,"Of course a man made it. It's a commercial,
"
,,
2,8,"Lois, not a delicious Thanksgiving dinner.
"
,,
2,8,"Dad, we won a boat! We won a boat! Ha-ha!
"
,,
2,8,"Holy crap! We did!
"
,,
2,8,"We won a free freakin' boat!
"
,,
2,8,"Dad, nobody gives things away for free.
"
,,
2,8,"I know plenty of people
"
,,
2,8,"who give things away.
"
,,
2,8,"I'll take it.
"
,,
2,8,"Hello, China? I have something
"
,,
2,8,"you may want, but it's gonna cost you.
"
,,
2,8,"That's right. All the tea.
"
,,
2,8,"I knew there was a catch. You have to sit
"
,,
2,8,"through an awful time-share presentation.
"
,,
2,8,"A small price to pay. I'm gonna be the first
"
,,
2,8,"one on Spooner Street to have his own boat.
"
,,
2,8,"Whoa! All hands on deck! I'm gettin' a boat!
"
,,
2,8,"Hey, Quagmire, I'm also getting a boat too.
"
,,
2,8,"Right on! Whoo!
"
,,
2,8,"I can't wait to get my sea legs! Yeah!
"
,,
2,8,"Well, at least I'll be the fattest guy
"
,,
2,8,"on Spooner Street to get a boat.
"
,,
2,8,"Hey, hey, hey! I'm gettin' a boat!
"
,,
2,8,"Oh, man. Even Della Reese is getting a boat.
"
,,
2,8,"These wonderful homes
"
,,
2,8,"on this beautifully secluded island
"
,,
2,8,"can be yours with almost no strings attached.
"
,,
2,8,"Beautiful island.
"
,,
2,8,"Nothing out of the ordinary here.
"
,,
2,8,"Just beautiful homes and nothing else.
"
,,
2,8,"Each residence has 200 feet
"
,,
2,8,"of pristine ocean front.
"
,,
2,8,"No city noise,
"
,,
2,8,"no flesh-eating ogres, no pollution.
"
,,
2,8,"I hate these high-pressure sales situations.
"
,,
2,8,"That's so cute. You're just afraid that because
"
,,
2,8,"you're a woman, you'll do something stupid,
"
,,
2,8,"like buy that time-share, or not realise I taped
"
,,
2,8,"over our wedding video with soft-core porn.
"
,,
2,8," You taped over our wedding video?
"
,,
2,8," Relax. I just taped over the boring stuff.
"
,,
2,8,"The couple has written their own vows,
"
,,
2,8,"which they will now recite.
"
,,
2,8,"Peter, I...
"
,,
2,8,"Look, the only reason I got myself arrested
"
,,
2,8,"was to find out what happened to my sister.
"
,,
2,8,"Excuse me, ladies, it's laundry time.
"
,,
2,8,"It's so cold in here. I mean, look at my...
"
,,
2,8,"Oh, my God, Peter. I sent a copy
"
,,
2,8,"of that tape to my great-aunt Lil.
"
,,
2,8,"This wedding is hot!
"
,,
2,8,"Wake up, dammit! Wake up!
"
,,
2,8,"Mr and Mrs... Griffin. If you sign this contract
"
,,
2,8,"without reading it, I'll take your blank cheque,
"
,,
2,8,"and you won't not be not loving
"
,,
2,8,"your time-share before you know it.
"
,,
2,8,"We're not gonna buy your lousy time-share,
"
,,
2,8,"all right? Now where's my boat?
"
,,
2,8,"Hold on! You have a choice.
"
,,
2,8,"You can have the boat or the mystery box.
"
,,
2,8," Are you crazy? We'll take the boat.
"
,,
2,8," Not so fast, Lois.
"
,,
2,8,"A boat's a boat,
"
,,
2,8,"but the mystery box could be anything.
"
,,
2,8,"It could even be a boat!
"
,,
2,8,"You know how much we want one.
"
,,
2,8," Let's...
"
,,
2,8," We'll take the box.
"
,,
2,8,"""We'll take the box."" You gave up a boat
"
,,
2,8,"for free tickets to a crappy comedy club.
"
,,
2,8,"You're acting like this is the first time
"
,,
2,8,"I've ever done something stupid.
"
,,
2,8,"Remember the time we went to get that boat?
"
,,
2,8,"A boat's a boat,
"
,,
2,8,"but the mystery box could be anything.
"
,,
2,8,"It could even be a boat!
"
,,
2,8,"You know how much we want one.
"
,,
2,8," Let's...
"
,,
2,8," We'll take the box.
"
,,
2,8," Peter, that just happened ten minutes ago.
"
,,
2,8," Who cares? I bet nobody took the boat.
"
,,
2,8,"Who could resist the call of the mystery box?
"
,,
2,8,"Yahoo!
"
,,
2,8,"Hey, look at me!
"
,,
2,8,"I'm the man in the boat! All right!
"
,,
2,8," Joe, look to the right. It's the Griffins.
"
,,
2,8," We're nautical now, baby.
"
,,
2,8,"That's called starboard. But I'll forgive you
"
,,
2,8,"cos you sex me up. Now give me some sugar.
"
,,
2,8," Hey, neighbours! Where's your boat?
"
,,
2,8," We didn't take the boat.
"
,,
2,8,"We took the mystery box. Hop in.
"
,,
2,8,"Hey, Quagmire, maybe
"
,,
2,8,"the comedian will tell some jokes
"
,,
2,8,"about boats or boating or owning a boat.
"
,,
2,8,"Yeah. Or maybe he'll tell some jokes
"
,,
2,8,"about being a sucker.
"
,,
2,8,"Oh, Quagmire,
"
,,
2,8,"you're what the Spaniards call el terrible. 
"
,,
2,8,"Why are you upset?
"
,,
2,8,"I never even knew you liked boats.
"
,,
2,8,"Boating's in my blood. Ever since
"
,,
2,8,"my great-grandfather, Huck Griffin,
"
,,
2,8,"rafted down the mighty Mississippi.
"
,,
2,8," What did you just call me?
"
,,
2,8," I... I thought that was your name.
"
,,
2,8,"That is our word. You've got no right using it.
"
,,
2,8,"Hey, hey, hey. I'm cool, I'm cool. No problem.
"
,,
2,8," Could you pass me the oar, N-word Jim.
"
,,
2,8," Thank you.
"
,,
2,8,"This comic sucks!
"
,,
2,8,"He couldn't make me laugh
"
,,
2,8,"even if I was laughing my ass off
"
,,
2,8,"and he was making me do it. Huh?
"
,,
2,8," Come on, Skinny! Make me laugh!
"
,,
2,8," Peter, that's a microphone stand.
"
,,
2,8,"Oh, well, pardon me for thinking
"
,,
2,8,"a microphone stand in a comedy club
"
,,
2,8,"should tell a joke or two.
"
,,
2,8,"I guess I'm just old-fashioned that way.
"
,,
2,8," Hi. Welcome to...
"
,,
2,8," Ha-ha-ha-ha! Very funny!
"
,,
2,8," Excuse me, sir. I haven't even...
"
,,
2,8," That one was hilarious.
"
,,
2,8,"That was even funnier than your first joke.
"
,,
2,8,"Put Skinny back up there.
"
,,
2,8," Peter!
"
,,
2,8," You think this is easy?
"
,,
2,8," You wanna come up here and try this?
"
,,
2,8," I thought you'd never ask.
"
,,
2,8,"Maybe you shouldn't do this.
"
,,
2,8,"You've never had a lot of luck telling jokes.
"
,,
2,8,"OK, OK. How many dirty, stinking apes
"
,,
2,8,"does it take to screw in a light bulb?
"
,,
2,8,"Three. One dirty, stinking ape
"
,,
2,8,"to screw in the light bulb,
"
,,
2,8,"and two dirty, stinking apes
"
,,
2,8,"to throw faeces at each other.
"
,,
2,8,"Ha-ha-ha-ha-ha.
"
,,
2,8,"Don't worry. I... I got it under control.
"
,,
2,8,"Hey, hey, how about that Viagra, huh?
"
,,
2,8,"You know what that stuff does? Huh?
"
,,
2,8,"Huh?
"
,,
2,8,"Come on!
"
,,
2,8,"What, are you people stupid?
"
,,
2,8,"Ah! You like a little abuse, huh?
"
,,
2,8,"Yeah. Well, you gu...
"
,,
2,8,"you guys are stupid and ugly.
"
,,
2,8,"If there was a stupid-and-ugly contest,
"
,,
2,8,"you'd all win!
"
,,
2,8,"Or lose. Whichever's funnier.
"
,,
2,8,"Hey, Lois. What do you call a woman
"
,,
2,8,"who takes for ever to cook breakfast?
"
,,
2,8," I swear to God, Peter...
"
,,
2,8," You call her Lois.
"
,,
2,8,"Ha-ha-ha-ha-ha.
"
,,
2,8,"Ha-ha-ha-ha! Well, the fat man made a funny.
"
,,
2,8,"I rather enjoyed that.
"
,,
2,8,"Yes, yes. Yes, you cook very slowly.
"
,,
2,8,"As a matter of fact, if you were
"
,,
2,8,"any slower at cooking, you'd...
"
,,
2,8,"well, you wouldn't be cooking very fast at all,
"
,,
2,8,"now, would you? That one wasn't very good.
"
,,
2,8,"They laughed because it looked like you peed
"
,,
2,8,"yourself, not because they liked your jokes.
"
,,
2,8,"Well, maybe that was part of my act.
"
,,
2,8,"Urine happens to be very edgy,
"
,,
2,8,"but an unfunny person like you
"
,,
2,8,"wouldn't understand that.
"
,,
2,8,"OK, OK, I've got it, I've got it.
"
,,
2,8,"If you cooked any more slowly,
"
,,
2,8,"you wouldn't need an egg timer,
"
,,
2,8,"you'd need an egg calendar! Ha-ha-ha!
"
,,
2,8,"That's right. I went there.
"
,,
2,8,"OK, OK, OK. Wait. Here's another one.
"
,,
2,8,"Why do women have boobs?
"
,,
2,8,"So you got something to look at
"
,,
2,8,"while you're talking to 'em.
"
,,
2,8," That's great!
"
,,
2,8," That's a good one. That's what they're for!
"
,,
2,8,"Are you telling jokes? I love jokes.
"
,,
2,8,"All right. Then you'll love this one. OK.
"
,,
2,8,"Why do women have boobs?
"
,,
2,8,"So you got something to look at
"
,,
2,8,"while you're talking to 'em. Ha-ha-ha-ha!
"
,,
2,8,"So you got something to look at
"
,,
2,8,"while you're talking to 'em. Ha-ha-ha-ha!
"
,,
2,8,"So you got...
"
,,
2,8,"You... you wanted to see me, Mr Weed?
"
,,
2,8,"Peter, we have a problem.
"
,,
2,8,"Mr Griffin, I'm Gloria Ironbox. I represent
"
,,
2,8,"one of your co-workers, Sarah Bennett.
"
,,
2,8,"She's suing you and the company
"
,,
2,8,"for sexual harassment.
"
,,
2,8,"Sarah... Sarah... I don't...
"
,,
2,8,"Oh, is she the one
"
,,
2,8,"we video-taped taking a dump?
"
,,
2,8,"Why? What happened?
"
,,
2,8,"Sexual harassment is
"
,,
2,8,"a very serious charge, Mr Griffin.
"
,,
2,8,"First of all, if I can speak in my own defence,
"
,,
2,8,"all I did was tell a little joke.
"
,,
2,8,"Second of all, women are not people.
"
,,
2,8,"They are devices built by the Lord
"
,,
2,8,"Jesus Christ for our entertainment.
"
,,
2,8,"Peter, please!
"
,,
2,8,"Miss Ironbox, I assure you this company
"
,,
2,8,"in no way condones Peter's conduct.
"
,,
2,8,"In fact, a film on employee relations
"
,,
2,8,"has been a mandatory part
"
,,
2,8,"of our personnel training for 50 years.
"
,,
2,8,"Irrational and emotionally fragile by nature,
"
,,
2,8,"female co-workers are a peculiar animal.
"
,,
2,8,"They are very insecure
"
,,
2,8,"about their appearance.
"
,,
2,8,"Be sure to tell them
"
,,
2,8,"how good they look every day,
"
,,
2,8,"even if they're homely and unkempt.
"
,,
2,8,"You're doing a great job, Muriel,
"
,,
2,8,"and you're prettier than Mamie Van Doren.
"
,,
2,8,"And, remember, nothing says ""good job""
"
,,
2,8,"like a firm, open-palm slap on the behind.
"
,,
2,8,"I teach a workplace sensitivity training class
"
,,
2,8,"for the Women's Action Coalition.
"
,,
2,8,"If Mr Griffin completes my course,
"
,,
2,8,"we'll drop the lawsuit.
"
,,
2,8,"I assure you, Peter will be there.
"
,,
2,8,"His job depends on it.
"
,,
2,8,"Good. I'm looking forward to it.
"
,,
2,8,"You know, if I wasn't so sure you were
"
,,
2,8,"a lesbian, I'd say you were coming on to me.
"
,,
2,8,"All right, now let's do some role-playing.
"
,,
2,8,"I'll be the office assistant.
"
,,
2,8,"Mr Hanson, you play the boss
"
,,
2,8,"and we'll see what you've learned tonight.
"
,,
2,8,"OK.
"
,,
2,8," The filing is done, Mr Hanson.
"
,,
2,8," Thank you, Miss Ironbox.
"
,,
2,8,"You are a valued member
"
,,
2,8,"of our business team
"
,,
2,8,"and every bit as important
"
,,
2,8,"to this company as I am.
"
,,
2,8,"Excellent. Mr Griffin, why don't you
"
,,
2,8,"come up here and give it a try?
"
,,
2,8,"All right.
"
,,
2,8," The filing is done, Mr Griffin.
"
,,
2,8," Thank you, Miss Ironbox.
"
,,
2,8,"You're a valued member of our business
"
,,
2,8,"team and I will give you a raise tomorrow
"
,,
2,8,"if you come to work without a shirt on.
"
,,
2,8," Mr Griffin!
"
,,
2,8," I'm sorry. That came out wrong.
"
,,
2,8,"Let me try again.
"
,,
2,8," Nice ass.
"
,,
2,8," You haven't heard a word I've said.
"
,,
2,8,"That's not fair.
"
,,
2,8,"I've heard everything you've said.
"
,,
2,8,"There's some subtleties to the rules
"
,,
2,8,"that aren't so easy to understand.
"
,,
2,8," Honk, honk.
"
,,
2,8," OK, that's it!
"
,,
2,8,"Obviously normal sensitivity training
"
,,
2,8,"isn't enough for you.
"
,,
2,8,"No. We're gonna have to
"
,,
2,8,"do something drastic.
"
,,
2,8,"A week at a women's retreat. What the hell
"
,,
2,8,"am I supposed to learn from that?
"
,,
2,8,"Face it, your attitude towards women
"
,,
2,8,"isn't exactly enlightened.
"
,,
2,8,"That's a bad mud puddle.
"
,,
2,8,"I wouldn't want you to step in that
"
,,
2,8,"and get your nice shoes all ruined.
"
,,
2,8,"Then you got caught peeping
"
,,
2,8,"in the ladies' locker room.
"
,,
2,8,"OK, move the towel, move the towel.
"
,,
2,8,"Oh! Oh! They spotted me!
"
,,
2,8,"Peter, I think this'll be good for you.
"
,,
2,8,"You know I love you,
"
,,
2,8,"but I have to admit there are times
"
,,
2,8,"when I wish you were a little more sensitive.
"
,,
2,8,"Look at me. Look at me!
"
,,
2,8,"Hello, ladies. I'm Miss Watson,
"
,,
2,8,"director of the retreat.
"
,,
2,8,"I'd like to welcome Peter Griffin, who's here
"
,,
2,8,"to get in touch with his feminine side.
"
,,
2,8,"This world would be far better
"
,,
2,8,"if there were more men like him.
"
,,
2,8,"OK, OK, so here's what I'm thinking.
"
,,
2,8,"I'll be Charlie and you can all be my angels.
"
,,
2,8,"Except you. You'll be Bosley.
"
,,
2,8,"We women have so much strength inside us.
"
,,
2,8,"If we can endure the pain of childbirth,
"
,,
2,8,"imagine what else we're capable of.
"
,,
2,8,"Right on, sister!
"
,,
2,8,"Wah, wah, wah. Come on!
"
,,
2,8,"It's only childbirth. How much could it hurt?
"
,,
2,8,"It's like taking your bottom lip and stretching
"
,,
2,8,"it over your head to the back of your neck.
"
,,
2,8,"Hey, you wanna hear some horror stories,
"
,,
2,8,"what about what I went through
"
,,
2,8,"when Lois was pregnant?
"
,,
2,8,"We are conditioned to feel competitive with
"
,,
2,8,"other women when we should be supportive.
"
,,
2,8,"Lizzy, I know you feel alone and unattractive
"
,,
2,8,"since your husband left you.
"
,,
2,8,"But you are a beautiful person
"
,,
2,8,"and I am here for you.
"
,,
2,8,"Notice I'm making physical contact with her
"
,,
2,8,"in order to establish a connection.
"
,,
2,8,"You'd make more of a connection
"
,,
2,8,"if you hugged her.
"
,,
2,8,"Very good, Peter! That's true.
"
,,
2,8,"That's it. Now rub her back.
"
,,
2,8,"OK, that's good. Yeah, comfort her.
"
,,
2,8,"Yeah. Oh, yeah. You like that, don't you?
"
,,
2,8,"It's OK. It's OK to like it. It's very natural.
"
,,
2,8,"OK, good, good. Now smell her a little.
"
,,
2,8," I can't do it.
"
,,
2,8," Yes, you can.
"
,,
2,8,"Trust your sisters. Jump into the trust quilt.
"
,,
